Tournament Name,Year,Game,Genre,Organizer,Frequency,Country,Prize Pool (USD),Prize Pool (USD)_Adjusted
FIFA 24 Championship 388,2024,FIFA 24,Sports,Riot Games,Quarterly,France,4074153.0,4074153.0
FIFA 24 Championship 388,2025,FIFA 24,Sports,Riot Games,Quarterly,France,5005499.0,5005499.0
FIFA 24 Championship 401,2023,FIFA 24,Sports,Activision,Annual,South Korea,119369.0,119369.0
FIFA 24 Championship 401,2024,FIFA 24,Sports,Activision,Annual,South Korea,126703.0,126703.0
FIFA 24 Championship 401,2025,FIFA 24,Sports,Activision,Annual,South Korea,145263.0,145263.0
FIFA 24 Championship 414,2023,FIFA 24,Sports,Ubisoft,Quarterly,Brazil,3703038.0,3703038.0
FIFA 24 Championship 414,2024,FIFA 24,Sports,Ubisoft,Quarterly,Brazil,4644410.0,4644410.0
FIFA 24 Championship 414,2025,FIFA 24,Sports,Ubisoft,Quarterly,Brazil,5860574.0,5860574.0
FIFA 24 Championship 418,2023,FIFA 24,Sports,Valve,Bi-Annual,United States,5906931.0,5906931.0
FIFA 24 Championship 418,2024,FIFA 24,Sports,Valve,Bi-Annual,United States,6720133.0,6720133.0
FIFA 24 Championship 418,2025,FIFA 24,Sports,Valve,Bi-Annual,United States,8067159.0,8067159.0
FIFA 24 Championship 432,2023,FIFA 24,Sports,Tencent,Annual,South Korea,5368963.0,5368963.0
FIFA 24 Championship 432,2024,FIFA 24,Sports,Tencent,Annual,South Korea,5821558.0,5821558.0
FIFA 24 Championship 432,2025,FIFA 24,Sports,Tencent,Annual,South Korea,5618170.0,5618170.0
FIFA 24 Championship 443,2023,FIFA 24,Sports,Capcom,Quarterly,Germany,471767.0,471767.0
FIFA 24 Championship 443,2024,FIFA 24,Sports,Capcom,Quarterly,Germany,571352.0,571352.0
FIFA 24 Championship 443,2025,FIFA 24,Sports,Capcom,Quarterly,Germany,706016.0,706016.0
FIFA 24 Championship 446,2023,FIFA 24,Sports,Capcom,Quarterly,United States,5631755.0,5631755.0
FIFA 24 Championship 446,2024,FIFA 24,Sports,Capcom,Quarterly,United States,6442363.0,6442363.0
FIFA 24 Championship 446,2025,FIFA 24,Sports,Capcom,Quarterly,United States,7076904.0,7076904.0
FIFA 24 Championship 462,2023,FIFA 24,Sports,Tencent,Annual,United States,1658657.0,1658657.0
FIFA 24 Championship 462,2024,FIFA 24,Sports,Tencent,Annual,United States,1974266.0,1974266.0
FIFA 24 Championship 462,2025,FIFA 24,Sports,Tencent,Annual,United States,2141571.0,2141571.0
FIFA 24 Championship 465,2023,FIFA 24,Sports,Activision,Annual,Saudi Arabia,2242082.0,2242082.0
FIFA 24 Championship 465,2024,FIFA 24,Sports,Activision,Annual,Saudi Arabia,2579207.0,2579207.0
FIFA 24 Championship 465,2025,FIFA 24,Sports,Activision,Annual,Saudi Arabia,3167048.0,3167048.0
FIFA 24 Championship 475,2023,FIFA 24,Sports,Capcom,Quarterly,India,2732626.0,2732626.0
FIFA 24 Championship 475,2024,FIFA 24,Sports,Capcom,Quarterly,India,2603588.0,2603588.0
FIFA 24 Championship 475,2025,FIFA 24,Sports,Capcom,Quarterly,India,2523207.0,2523207.0
FIFA 24 Championship 499,2023,FIFA 24,Sports,Tencent,Bi-Annual,India,2024967.0,2024967.0
FIFA 24 Championship 499,2024,FIFA 24,Sports,Tencent,Bi-Annual,India,2476595.0,2476595.0
FIFA 24 Championship 499,2025,FIFA 24,Sports,Tencent,Bi-Annual,India,2936741.0,2936741.0
FIFA 24 Championship 525,2023,FIFA 24,Sports,Tencent,Quarterly,Canada,3008676.0,3008676.0
FIFA 24 Championship 525,2024,FIFA 24,Sports,Tencent,Quarterly,Canada,3709403.0,3709403.0
FIFA 24 Championship 525,2025,FIFA 24,Sports,Tencent,Quarterly,Canada,4556347.0,4556347.0
FIFA 24 Championship 569,2023,FIFA 24,Sports,Valve,Quarterly,China,4359754.0,4359754.0
FIFA 24 Championship 569,2024,FIFA 24,Sports,Valve,Quarterly,China,5110931.0,5110931.0
FIFA 24 Championship 569,2025,FIFA 24,Sports,Valve,Quarterly,China,5578013.0,5578013.0
FIFA 24 Championship 583,2023,FIFA 24,Sports,Epic Games,Bi-Annual,Japan,3774552.0,3774552.0
FIFA 24 Championship 583,2024,FIFA 24,Sports,Epic Games,Bi-Annual,Brazil,4347122.0,4347122.0
FIFA 24 Championship 583,2025,FIFA 24,Sports,Epic Games,Bi-Annual,United States,4988327.0,4988327.0
FIFA 24 Championship 587,2023,FIFA 24,Sports,Ubisoft,Bi-Annual,South Korea,706927.0,706927.0
FIFA 24 Championship 587,2024,FIFA 24,Sports,Ubisoft,Bi-Annual,South Korea,835211.0,835211.0
FIFA 24 Championship 587,2025,FIFA 24,Sports,Ubisoft,Bi-Annual,South Korea,985478.0,985478.0
FIFA 24 Championship 589,2023,FIFA 24,Sports,EA Sports,Quarterly,South Korea,1680378.0,1680378.0
FIFA 24 Championship 589,2024,FIFA 24,Sports,EA Sports,Quarterly,South Korea,1868499.0,1868499.0
FIFA 24 Championship 589,2025,FIFA 24,Sports,EA Sports,Quarterly,South Korea,2298883.0,2298883.0
FIFA 24 Championship 598,2023,FIFA 24,Sports,Activision,Bi-Annual,Japan,3154799.0,3154799.0
FIFA 24 Championship 598,2024,FIFA 24,Sports,Activision,Bi-Annual,Japan,3430611.0,3430611.0
FIFA 24 Championship 598,2025,FIFA 24,Sports,Activision,Bi-Annual,Japan,4011112.0,4011112.0
FIFA 24 Championship 631,2023,FIFA 24,Sports,Psyonix,Quarterly,France,80539.0,80539.0
FIFA 24 Championship 631,2024,FIFA 24,Sports,Psyonix,Quarterly,Brazil,88905.0,88905.0
FIFA 24 Championship 631,2025,FIFA 24,Sports,Psyonix,Quarterly,Canada,96395.0,96395.0
FIFA 24 Championship 636,2023,FIFA 24,Sports,Ubisoft,Bi-Annual,Saudi Arabia,2491567.0,2491567.0
FIFA 24 Championship 636,2024,FIFA 24,Sports,Ubisoft,Bi-Annual,Saudi Arabia,2615151.0,2615151.0
FIFA 24 Championship 636,2025,FIFA 24,Sports,Ubisoft,Bi-Annual,Saudi Arabia,3021551.0,3021551.0
FIFA 24 Championship 639,2023,FIFA 24,Sports,EA Sports,Bi-Annual,United States,3068858.0,3068858.0
FIFA 24 Championship 639,2024,FIFA 24,Sports,EA Sports,Bi-Annual,Brazil,2619724.0,2619724.0
FIFA 24 Championship 639,2025,FIFA 24,Sports,EA Sports,Bi-Annual,United States,2304511.0,2304511.0
FIFA 24 Championship 640,2023,FIFA 24,Sports,Activision,Bi-Annual,Germany,1415451.0,1415451.0
FIFA 24 Championship 640,2024,FIFA 24,Sports,Activision,Bi-Annual,Germany,1636785.0,1636785.0
FIFA 24 Championship 640,2025,FIFA 24,Sports,Activision,Bi-Annual,Germany,2033503.0,2033503.0
FIFA 24 Championship 660,2023,FIFA 24,Sports,EA Sports,Annual,Germany,3708964.0,3708964.0
FIFA 24 Championship 660,2024,FIFA 24,Sports,EA Sports,Annual,France,3977363.0,3977363.0
FIFA 24 Championship 660,2025,FIFA 24,Sports,EA Sports,Annual,Sweden,3904437.0,3904437.0
FIFA 24 Championship 674,2023,FIFA 24,Sports,Valve,Annual,United States,4842470.0,4842470.0
FIFA 24 Championship 674,2024,FIFA 24,Sports,Valve,Annual,United States,5014475.0,5014475.0
FIFA 24 Championship 674,2025,FIFA 24,Sports,Valve,Annual,United States,5960243.0,5960243.0
FIFA 24 Championship 680,2023,FIFA 24,Sports,Tencent,Quarterly,Canada,4644161.0,4644161.0
FIFA 24 Championship 680,2024,FIFA 24,Sports,Tencent,Quarterly,Canada,5333051.0,5333051.0
FIFA 24 Championship 680,2025,FIFA 24,Sports,Tencent,Quarterly,Canada,5391260.0,5391260.0
FIFA eWorld Cup,2023,FIFA,Sports,EA Sports,Annual,Japan,569106.0,569106.0
FIFA eWorld Cup,2024,FIFA,Sports,EA Sports,Annual,China,654232.0,654232.0
FIFA eWorld Cup,2025,FIFA,Sports,EA Sports,Annual,United States,698904.0,698904.0
Fortnite Championship 126,2023,Fortnite,Battle Royale,Psyonix,Annual,Japan,2178253.0,2178253.0
Fortnite Championship 126,2024,Fortnite,Battle Royale,Psyonix,Annual,Japan,2712393.0,2712393.0
Fortnite Championship 126,2025,Fortnite,Battle Royale,Psyonix,Annual,Japan,3000602.0,3000602.0
Fortnite Championship 134,2023,Fortnite,Battle Royale,Epic Games,Annual,France,4728307.0,4728307.0
Fortnite Championship 134,2024,Fortnite,Battle Royale,Epic Games,Annual,France,4885409.0,4885409.0
Fortnite Championship 134,2025,Fortnite,Battle Royale,Epic Games,Annual,France,5157167.0,5157167.0
Fortnite Championship 137,2023,Fortnite,Battle Royale,EA Sports,Quarterly,China,4294599.0,4294599.0
Fortnite Championship 137,2024,Fortnite,Battle Royale,EA Sports,Quarterly,France,5388692.0,5388692.0
Fortnite Championship 137,2025,Fortnite,Battle Royale,EA Sports,Quarterly,France,6511551.0,6511551.0
Fortnite Championship 142,2023,Fortnite,Battle Royale,EA Sports,Bi-Annual,India,4240205.0,4240205.0
Fortnite Championship 142,2024,Fortnite,Battle Royale,EA Sports,Bi-Annual,India,4720313.0,4720313.0
Fortnite Championship 142,2025,Fortnite,Battle Royale,EA Sports,Bi-Annual,India,5989779.0,5989779.0
Fortnite Championship 143,2023,Fortnite,Battle Royale,EA Sports,Annual,France,1599039.0,1599039.0
Fortnite Championship 143,2024,Fortnite,Battle Royale,EA Sports,Annual,France,1996506.0,1996506.0
Fortnite Championship 143,2025,Fortnite,Battle Royale,EA Sports,Annual,France,2294323.0,2294323.0
Fortnite Championship 146,2023,Fortnite,Battle Royale,Psyonix,Bi-Annual,Germany,2228552.0,2228552.0
Fortnite Championship 146,2024,Fortnite,Battle Royale,Psyonix,Bi-Annual,Germany,2366897.0,2366897.0
Fortnite Championship 146,2025,Fortnite,Battle Royale,Psyonix,Bi-Annual,Germany,2829639.0,2829639.0
Fortnite Championship 153,2023,Fortnite,Battle Royale,Riot Games,Annual,China,4235378.0,4235378.0
Fortnite Championship 153,2024,Fortnite,Battle Royale,Riot Games,Annual,China,5069245.0,5069245.0
Fortnite Championship 153,2025,Fortnite,Battle Royale,Riot Games,Annual,China,5769389.0,5769389.0
Fortnite Championship 157,2023,Fortnite,Battle Royale,Krafton,Annual,Japan,5461103.0,5461103.0
Fortnite Championship 157,2024,Fortnite,Battle Royale,Krafton,Annual,Japan,6153739.0,6153739.0
Fortnite Championship 157,2025,Fortnite,Battle Royale,Krafton,Annual,Japan,5964776.0,5964776.0
Fortnite Championship 165,2023,Fortnite,Battle Royale,Epic Games,Quarterly,Germany,3475253.0,3475253.0
Fortnite Championship 165,2024,Fortnite,Battle Royale,Epic Games,Quarterly,Germany,3749991.0,3749991.0
Fortnite Championship 165,2025,Fortnite,Battle Royale,Epic Games,Quarterly,Germany,4547945.0,4547945.0
Fortnite Championship 169,2023,Fortnite,Battle Royale,Krafton,Quarterly,Germany,4809823.0,4809823.0
Fortnite Championship 169,2024,Fortnite,Battle Royale,Krafton,Quarterly,Germany,5805572.0,5805572.0
Fortnite Championship 169,2025,Fortnite,Battle Royale,Krafton,Quarterly,Germany,6207111.0,6207111.0
Fortnite Championship 174,2023,Fortnite,Battle Royale,Capcom,Annual,India,1977763.0,1977763.0
Fortnite Championship 174,2024,Fortnite,Battle Royale,Capcom,Annual,India,2063958.0,2063958.0
Fortnite Championship 174,2025,Fortnite,Battle Royale,Capcom,Annual,India,2459298.0,2459298.0
Fortnite Championship 176,2023,Fortnite,Battle Royale,Tencent,Annual,Saudi Arabia,367480.0,367480.0
Fortnite Championship 176,2024,Fortnite,Battle Royale,Tencent,Annual,Saudi Arabia,414752.0,414752.0
Fortnite Championship 176,2025,Fortnite,Battle Royale,Tencent,Annual,Saudi Arabia,473902.0,473902.0
Fortnite Championship 182,2023,Fortnite,Battle Royale,Capcom,Annual,Germany,191543.0,191543.0
Fortnite Championship 182,2024,Fortnite,Battle Royale,Capcom,Annual,Germany,228747.0,228747.0
Fortnite Championship 182,2025,Fortnite,Battle Royale,Capcom,Annual,Germany,277149.0,277149.0
Fortnite Championship 201,2023,Fortnite,Battle Royale,EA Sports,Annual,Saudi Arabia,2307696.0,2307696.0
Fortnite Championship 201,2024,Fortnite,Battle Royale,EA Sports,Annual,Saudi Arabia,2159335.0,2159335.0
Fortnite Championship 201,2025,Fortnite,Battle Royale,EA Sports,Annual,Saudi Arabia,2162741.0,2162741.0
Fortnite Championship 209,2023,Fortnite,Battle Royale,Capcom,Bi-Annual,Canada,1303493.0,1303493.0
Fortnite Championship 209,2024,Fortnite,Battle Royale,Capcom,Bi-Annual,Canada,1284697.0,1284697.0
Fortnite Championship 209,2025,Fortnite,Battle Royale,Capcom,Bi-Annual,Canada,1529956.0,1529956.0
Fortnite Championship 222,2023,Fortnite,Battle Royale,Tencent,Bi-Annual,United States,1334144.0,1334144.0
Fortnite Championship 222,2024,Fortnite,Battle Royale,Tencent,Bi-Annual,United States,1608457.0,1608457.0
Fortnite Championship 222,2025,Fortnite,Battle Royale,Tencent,Bi-Annual,United States,1873841.0,1873841.0
Fortnite Championship 231,2023,Fortnite,Battle Royale,Epic Games,Quarterly,Canada,432257.0,432257.0
Fortnite Championship 231,2024,Fortnite,Battle Royale,Epic Games,Quarterly,Canada,442744.0,442744.0
Fortnite Championship 231,2025,Fortnite,Battle Royale,Epic Games,Quarterly,Canada,480152.0,480152.0
Fortnite Championship 237,2023,Fortnite,Battle Royale,Tencent,Quarterly,Brazil,865301.0,865301.0
Fortnite Championship 237,2024,Fortnite,Battle Royale,Tencent,Quarterly,Brazil,964489.0,964489.0
Fortnite Championship 237,2025,Fortnite,Battle Royale,Tencent,Quarterly,Brazil,976882.0,976882.0
Fortnite Championship 247,2023,Fortnite,Battle Royale,Tencent,Bi-Annual,India,2819037.0,2819037.0
Fortnite Championship 247,2024,Fortnite,Battle Royale,Tencent,Bi-Annual,India,3419743.0,3419743.0
Fortnite Championship 247,2025,Fortnite,Battle Royale,Tencent,Bi-Annual,India,3834049.0,3834049.0
Fortnite Championship 263,2023,Fortnite,Battle Royale,Capcom,Annual,China,740613.0,740613.0
Fortnite Championship 263,2024,Fortnite,Battle Royale,Capcom,Annual,China,762624.0,762624.0
Fortnite Championship 263,2025,Fortnite,Battle Royale,Capcom,Annual,China,908824.0,908824.0
Fortnite Championship 273,2023,Fortnite,Battle Royale,Capcom,Bi-Annual,United States,3041254.0,3041254.0
Fortnite Championship 273,2024,Fortnite,Battle Royale,Capcom,Bi-Annual,China,3909664.0,3909664.0
Fortnite Championship 273,2025,Fortnite,Battle Royale,Capcom,Bi-Annual,United States,4304337.0,4304337.0
Fortnite Championship 286,2023,Fortnite,Battle Royale,Riot Games,Bi-Annual,Saudi Arabia,5518774.0,5518774.0
Fortnite Championship 286,2024,Fortnite,Battle Royale,Riot Games,Bi-Annual,Saudi Arabia,6634145.0,6634145.0
Fortnite Championship 286,2025,Fortnite,Battle Royale,Riot Games,Bi-Annual,Saudi Arabia,7022172.0,7022172.0
Fortnite Championship 303,2023,Fortnite,Battle Royale,Psyonix,Annual,India,3864365.0,3864365.0
Fortnite Championship 303,2024,Fortnite,Battle Royale,Psyonix,Annual,India,4158115.0,4158115.0
Fortnite Championship 303,2025,Fortnite,Battle Royale,Psyonix,Annual,India,4610574.0,4610574.0
Fortnite Championship 312,2023,Fortnite,Battle Royale,Valve,Annual,India,1818196.0,1818196.0
Fortnite Championship 312,2024,Fortnite,Battle Royale,Valve,Annual,India,1950421.0,1950421.0
Fortnite Championship 312,2025,Fortnite,Battle Royale,Valve,Annual,India,2150513.0,2150513.0
Fortnite Championship 328,2023,Fortnite,Battle Royale,Valve,Quarterly,Germany,2734726.0,2734726.0
Fortnite Championship 328,2024,Fortnite,Battle Royale,Valve,Quarterly,Germany,2986818.0,2986818.0
Fortnite Championship 328,2025,Fortnite,Battle Royale,Valve,Quarterly,Germany,3430194.0,3430194.0
Fortnite Championship 335,2023,Fortnite,Battle Royale,Psyonix,Quarterly,China,1368004.0,1368004.0
Fortnite Championship 335,2024,Fortnite,Battle Royale,Psyonix,Quarterly,China,1437904.0,1437904.0
Fortnite Championship 335,2025,Fortnite,Battle Royale,Psyonix,Quarterly,China,1535953.0,1535953.0
Fortnite Championship 343,2023,Fortnite,Battle Royale,Psyonix,Annual,Germany,1053962.0,1053962.0
Fortnite Championship 343,2024,Fortnite,Battle Royale,Psyonix,Annual,Brazil,1173126.0,1173126.0
Fortnite Championship 343,2025,Fortnite,Battle Royale,Psyonix,Annual,Japan,1338502.0,1338502.0
Fortnite Championship 345,2023,Fortnite,Battle Royale,Psyonix,Quarterly,United States,2024797.0,2024797.0
Fortnite Championship 345,2024,Fortnite,Battle Royale,Psyonix,Quarterly,United States,2405153.0,2405153.0
Fortnite Championship 345,2025,Fortnite,Battle Royale,Psyonix,Quarterly,United States,2721555.0,2721555.0
Fortnite Championship 355,2023,Fortnite,Battle Royale,Psyonix,Bi-Annual,Japan,2868867.0,2868867.0
Fortnite Championship 355,2024,Fortnite,Battle Royale,Psyonix,Bi-Annual,Japan,2691770.0,2691770.0
Fortnite Championship 355,2025,Fortnite,Battle Royale,Psyonix,Bi-Annual,Japan,2408364.0,2408364.0
Fortnite Championship 357,2023,Fortnite,Battle Royale,EA Sports,Annual,Japan,691901.0,691901.0
Fortnite Championship 357,2024,Fortnite,Battle Royale,EA Sports,Annual,Japan,786158.0,786158.0
Fortnite Championship 357,2025,Fortnite,Battle Royale,EA Sports,Annual,Japan,923998.0,923998.0
Fortnite Championship 359,2023,Fortnite,Battle Royale,EA Sports,Annual,Japan,610949.0,610949.0
Fortnite Championship 359,2024,Fortnite,Battle Royale,EA Sports,Annual,Japan,648914.0,648914.0
Fortnite Championship 359,2025,Fortnite,Battle Royale,EA Sports,Annual,Japan,657942.0,657942.0
Fortnite Championship 364,2023,Fortnite,Battle Royale,Psyonix,Annual,South Korea,5849425.0,5849425.0
Fortnite Championship 364,2024,Fortnite,Battle Royale,Psyonix,Annual,South Korea,5387271.0,5387271.0
Fortnite Championship 364,2025,Fortnite,Battle Royale,Psyonix,Annual,South Korea,5755993.0,5755993.0
Fortnite Championship 368,2023,Fortnite,Battle Royale,Epic Games,Bi-Annual,Germany,1888788.0,1888788.0
Fortnite Championship 368,2024,Fortnite,Battle Royale,Epic Games,Bi-Annual,Germany,2261814.0,2261814.0
Fortnite Championship 368,2025,Fortnite,Battle Royale,Epic Games,Bi-Annual,Canada,2792214.0,2792214.0
Fortnite Championship 379,2023,Fortnite,Battle Royale,Ubisoft,Annual,South Korea,580682.0,580682.0
Fortnite Championship 379,2024,Fortnite,Battle Royale,Ubisoft,Annual,South Korea,612070.0,612070.0
Fortnite Championship 379,2025,Fortnite,Battle Royale,Ubisoft,Annual,South Korea,738515.0,738515.0
Fortnite Championship 392,2023,Fortnite,Battle Royale,Psyonix,Bi-Annual,United States,1172454.0,1172454.0
Fortnite Championship 392,2024,Fortnite,Battle Royale,Psyonix,Bi-Annual,United States,976870.0,976870.0
Fortnite Championship 392,2025,Fortnite,Battle Royale,Psyonix,Bi-Annual,United States,859913.0,859913.0
Fortnite Championship 409,2023,Fortnite,Battle Royale,Capcom,Bi-Annual,Canada,2291130.0,2291130.0
Fortnite Championship 409,2024,Fortnite,Battle Royale,Capcom,Bi-Annual,Canada,2521251.0,2521251.0
Fortnite Championship 409,2025,Fortnite,Battle Royale,Capcom,Bi-Annual,Canada,2642796.0,2642796.0
Fortnite Championship 422,2023,Fortnite,Battle Royale,Capcom,Bi-Annual,South Korea,4723870.0,4723870.0
Fortnite Championship 422,2024,Fortnite,Battle Royale,Capcom,Bi-Annual,South Korea,5642494.0,5642494.0
Fortnite Championship 422,2025,Fortnite,Battle Royale,Capcom,Bi-Annual,South Korea,6339885.0,6339885.0
Fortnite Championship 439,2023,Fortnite,Battle Royale,Riot Games,Annual,United States,89392.0,89392.0
Fortnite Championship 439,2024,Fortnite,Battle Royale,Riot Games,Annual,United States,102595.0,102595.0
Fortnite Championship 439,2025,Fortnite,Battle Royale,Riot Games,Annual,United States,123127.0,123127.0
Fortnite Championship 440,2023,Fortnite,Battle Royale,Activision,Annual,Canada,5082414.0,5082414.0
Fortnite Championship 440,2024,Fortnite,Battle Royale,Activision,Annual,Canada,6175806.0,6175806.0
Fortnite Championship 440,2025,Fortnite,Battle Royale,Activision,Annual,Canada,7323726.0,7323726.0
Fortnite Championship 450,2023,Fortnite,Battle Royale,EA Sports,Bi-Annual,France,2613817.0,2613817.0
Fortnite Championship 450,2024,Fortnite,Battle Royale,EA Sports,Bi-Annual,France,2757111.0,2757111.0
Fortnite Championship 450,2025,Fortnite,Battle Royale,EA Sports,Bi-Annual,France,3162816.0,3162816.0
Fortnite Championship 456,2023,Fortnite,Battle Royale,Tencent,Bi-Annual,India,4087969.0,4087969.0
Fortnite Championship 456,2024,Fortnite,Battle Royale,Tencent,Bi-Annual,India,3723920.0,3723920.0
Fortnite Championship 456,2025,Fortnite,Battle Royale,Tencent,Bi-Annual,India,4221997.0,4221997.0
Fortnite Championship 490,2023,Fortnite,Battle Royale,Valve,Quarterly,China,4002519.0,4002519.0
Fortnite Championship 490,2024,Fortnite,Battle Royale,Valve,Quarterly,China,4250197.0,4250197.0
Fortnite Championship 490,2025,Fortnite,Battle Royale,Valve,Quarterly,China,4777259.0,4777259.0
Fortnite Championship 494,2023,Fortnite,Battle Royale,Krafton,Quarterly,France,4684973.0,4684973.0
Fortnite Championship 494,2024,Fortnite,Battle Royale,Krafton,Quarterly,Germany,5782412.0,5782412.0
Fortnite Championship 494,2025,Fortnite,Battle Royale,Krafton,Quarterly,China,6368634.0,6368634.0
Fortnite Championship 496,2023,Fortnite,Battle Royale,Activision,Annual,South Korea,4742530.0,4742530.0
Fortnite Championship 496,2024,Fortnite,Battle Royale,Activision,Annual,South Korea,4944064.0,4944064.0
Fortnite Championship 496,2025,Fortnite,Battle Royale,Activision,Annual,South Korea,5746863.0,5746863.0
Fortnite Championship 500,2023,Fortnite,Battle Royale,Riot Games,Annual,Germany,3586043.0,3586043.0
Fortnite Championship 500,2024,Fortnite,Battle Royale,Riot Games,Annual,Canada,4615665.0,4615665.0
Fortnite Championship 500,2025,Fortnite,Battle Royale,Riot Games,Annual,United States,4982486.0,4982486.0
Fortnite Championship 506,2023,Fortnite,Battle Royale,Krafton,Quarterly,Brazil,4236353.0,4236353.0
Fortnite Championship 506,2024,Fortnite,Battle Royale,Krafton,Quarterly,Brazil,5194943.0,5194943.0
Fortnite Championship 506,2025,Fortnite,Battle Royale,Krafton,Quarterly,Brazil,6599352.0,6599352.0
Fortnite Championship 507,2023,Fortnite,Battle Royale,Epic Games,Quarterly,Canada,4058585.0,4058585.0
Fortnite Championship 507,2024,Fortnite,Battle Royale,Epic Games,Quarterly,Canada,4684036.0,4684036.0
Fortnite Championship 507,2025,Fortnite,Battle Royale,Epic Games,Quarterly,Canada,4197519.0,4197519.0
Fortnite Championship 510,2023,Fortnite,Battle Royale,Riot Games,Quarterly,Brazil,1503268.0,1503268.0
Fortnite Championship 510,2024,Fortnite,Battle Royale,Riot Games,Quarterly,Brazil,1757669.0,1757669.0
Fortnite Championship 510,2025,Fortnite,Battle Royale,Riot Games,Quarterly,Brazil,1865396.0,1865396.0
Fortnite Championship 514,2023,Fortnite,Battle Royale,Capcom,Bi-Annual,South Korea,1812084.0,1812084.0
Fortnite Championship 514,2024,Fortnite,Battle Royale,Capcom,Bi-Annual,South Korea,2116559.0,2116559.0
Fortnite Championship 514,2025,Fortnite,Battle Royale,Capcom,Bi-Annual,South Korea,1996087.0,1996087.0
Fortnite Championship 520,2023,Fortnite,Battle Royale,Riot Games,Annual,South Korea,1834092.0,1834092.0
Fortnite Championship 520,2024,Fortnite,Battle Royale,Riot Games,Annual,South Korea,2309175.0,2309175.0
Fortnite Championship 520,2025,Fortnite,Battle Royale,Riot Games,Annual,South Korea,2886800.0,2886800.0
Fortnite Championship 524,2023,Fortnite,Battle Royale,Psyonix,Quarterly,Germany,1462666.0,1462666.0
Fortnite Championship 524,2024,Fortnite,Battle Royale,Psyonix,Quarterly,Germany,1775109.0,1775109.0
Fortnite Championship 524,2025,Fortnite,Battle Royale,Psyonix,Quarterly,Germany,1745822.0,1745822.0
Fortnite Championship 530,2023,Fortnite,Battle Royale,Capcom,Annual,Canada,4659976.0,4659976.0
Fortnite Championship 530,2024,Fortnite,Battle Royale,Capcom,Annual,Canada,5250370.0,5250370.0
Fortnite Championship 530,2025,Fortnite,Battle Royale,Capcom,Annual,Canada,5859025.0,5859025.0
Fortnite Championship 541,2023,Fortnite,Battle Royale,Activision,Quarterly,South Korea,1062833.0,1062833.0
Fortnite Championship 541,2024,Fortnite,Battle Royale,Activision,Quarterly,South Korea,1312721.0,1312721.0
Fortnite Championship 541,2025,Fortnite,Battle Royale,Activision,Quarterly,South Korea,1661020.0,1661020.0
Fortnite Championship 546,2023,Fortnite,Battle Royale,Psyonix,Quarterly,South Korea,5227432.0,5227432.0
Fortnite Championship 546,2024,Fortnite,Battle Royale,Psyonix,Quarterly,South Korea,6092436.0,6092436.0
Fortnite Championship 546,2025,Fortnite,Battle Royale,Psyonix,Quarterly,South Korea,6738556.0,6738556.0
Fortnite Championship 551,2023,Fortnite,Battle Royale,Tencent,Quarterly,China,322234.0,322234.0
Fortnite Championship 551,2024,Fortnite,Battle Royale,Tencent,Quarterly,China,352098.0,352098.0
Fortnite Championship 551,2025,Fortnite,Battle Royale,Tencent,Quarterly,China,406652.0,406652.0
Fortnite Championship 626,2023,Fortnite,Battle Royale,EA Sports,Bi-Annual,Saudi Arabia,2336674.0,2336674.0
Fortnite Championship 626,2024,Fortnite,Battle Royale,EA Sports,Bi-Annual,Saudi Arabia,2845946.0,2845946.0
Fortnite Championship 626,2025,Fortnite,Battle Royale,EA Sports,Bi-Annual,Saudi Arabia,3342696.0,3342696.0
Fortnite Championship 628,2023,Fortnite,Battle Royale,Krafton,Quarterly,France,3931245.0,3931245.0
Fortnite Championship 628,2024,Fortnite,Battle Royale,Krafton,Quarterly,Germany,4621814.0,4621814.0
Fortnite Championship 628,2025,Fortnite,Battle Royale,Krafton,Quarterly,Canada,5160907.0,5160907.0
Fortnite Championship 634,2023,Fortnite,Battle Royale,Valve,Bi-Annual,Brazil,683211.0,683211.0
Fortnite Championship 634,2024,Fortnite,Battle Royale,Valve,Bi-Annual,Brazil,851562.0,851562.0
Fortnite Championship 634,2025,Fortnite,Battle Royale,Valve,Bi-Annual,Brazil,969717.0,969717.0
Fortnite Championship 644,2023,Fortnite,Battle Royale,Ubisoft,Quarterly,India,4784808.0,4784808.0
Fortnite Championship 644,2024,Fortnite,Battle Royale,Ubisoft,Quarterly,India,4544553.0,4544553.0
Fortnite Championship 644,2025,Fortnite,Battle Royale,Ubisoft,Quarterly,India,5170761.0,5170761.0
Fortnite Championship 647,2023,Fortnite,Battle Royale,Ubisoft,Quarterly,India,2673120.0,2673120.0
Fortnite Championship 647,2024,Fortnite,Battle Royale,Ubisoft,Quarterly,India,3125480.0,3125480.0
Fortnite Championship 647,2025,Fortnite,Battle Royale,Ubisoft,Quarterly,India,3185872.0,3185872.0
Fortnite Championship 651,2023,Fortnite,Battle Royale,Tencent,Annual,China,794945.0,794945.0
Fortnite Championship 651,2024,Fortnite,Battle Royale,Tencent,Annual,China,865196.0,865196.0
Fortnite Championship 651,2025,Fortnite,Battle Royale,Tencent,Annual,China,1005631.0,1005631.0
Fortnite Championship 676,2023,Fortnite,Battle Royale,Riot Games,Bi-Annual,China,563328.0,563328.0
Fortnite Championship 676,2024,Fortnite,Battle Royale,Riot Games,Bi-Annual,China,593247.0,593247.0
