Tournament Name,Year,Game,Genre,Organizer,Frequency,HostCountry,Prize Pool (USD)
Dota 2 Championship 390,2025,Dota 2,MOBA,Riot Games,Quarterly,Brazil,5072674
Dota 2 Championship 395,2023,Dota 2,MOBA,EA Sports,Annual,Brazil,5758037
Dota 2 Championship 395,2024,Dota 2,MOBA,EA Sports,Annual,Canada,4967358
Dota 2 Championship 395,2025,Dota 2,MOBA,EA Sports,Annual,Japan,4293324
Dota 2 Championship 397,2023,Dota 2,MOBA,Psyonix,Annual,Japan,3421380
Dota 2 Championship 397,2024,Dota 2,MOBA,Psyonix,Annual,United States,4149834
Dota 2 Championship 397,2025,Dota 2,MOBA,Psyonix,Annual,Japan,4837425
Dota 2 Championship 407,2023,Dota 2,MOBA,Tencent,Annual,South Korea,3076894
Dota 2 Championship 407,2024,Dota 2,MOBA,Tencent,Annual,South Korea,3695788
Dota 2 Championship 407,2025,Dota 2,MOBA,Tencent,Annual,South Korea,4735419
Dota 2 Championship 413,2023,Dota 2,MOBA,Riot Games,Annual,France,4380663
Dota 2 Championship 413,2024,Dota 2,MOBA,Riot Games,Annual,France,5288466
Dota 2 Championship 413,2025,Dota 2,MOBA,Riot Games,Annual,France,6667774
Dota 2 Championship 415,2023,Dota 2,MOBA,Ubisoft,Bi-Annual,Germany,4796175
Dota 2 Championship 415,2024,Dota 2,MOBA,Ubisoft,Bi-Annual,Germany,5737899
Dota 2 Championship 415,2025,Dota 2,MOBA,Ubisoft,Bi-Annual,Germany,6445541
Dota 2 Championship 438,2023,Dota 2,MOBA,Tencent,Annual,South Korea,3183633
Dota 2 Championship 438,2024,Dota 2,MOBA,Tencent,Annual,South Korea,2895220
Dota 2 Championship 438,2025,Dota 2,MOBA,Tencent,Annual,South Korea,2664824
Dota 2 Championship 444,2023,Dota 2,MOBA,Epic Games,Bi-Annual,Brazil,3137021
Dota 2 Championship 444,2024,Dota 2,MOBA,Epic Games,Bi-Annual,Brazil,3440749
Dota 2 Championship 444,2025,Dota 2,MOBA,Epic Games,Bi-Annual,Brazil,3855003
Dota 2 Championship 454,2023,Dota 2,MOBA,Krafton,Quarterly,Germany,559033
Dota 2 Championship 454,2024,Dota 2,MOBA,Krafton,Quarterly,Germany,664879
Dota 2 Championship 454,2025,Dota 2,MOBA,Krafton,Quarterly,Germany,695241
Dota 2 Championship 466,2023,Dota 2,MOBA,EA Sports,Annual,United States,4304578
Dota 2 Championship 466,2024,Dota 2,MOBA,EA Sports,Annual,United States,5151906
Dota 2 Championship 466,2025,Dota 2,MOBA,EA Sports,Annual,United States,5910023
Dota 2 Championship 498,2023,Dota 2,MOBA,Riot Games,Annual,Brazil,4422765
Dota 2 Championship 498,2024,Dota 2,MOBA,Riot Games,Annual,Brazil,4815123
Dota 2 Championship 498,2025,Dota 2,MOBA,Riot Games,Annual,Brazil,5241227
Dota 2 Championship 509,2023,Dota 2,MOBA,Riot Games,Bi-Annual,Germany,2702707
Dota 2 Championship 509,2024,Dota 2,MOBA,Riot Games,Bi-Annual,Germany,3182157
Dota 2 Championship 509,2025,Dota 2,MOBA,Riot Games,Bi-Annual,Germany,3883289
Dota 2 Championship 519,2023,Dota 2,MOBA,Riot Games,Annual,Brazil,3157479
Dota 2 Championship 519,2024,Dota 2,MOBA,Riot Games,Annual,Brazil,3884433
Dota 2 Championship 519,2025,Dota 2,MOBA,Riot Games,Annual,Brazil,4332497
Dota 2 Championship 529,2023,Dota 2,MOBA,EA Sports,Annual,Germany,1204481
Dota 2 Championship 529,2024,Dota 2,MOBA,EA Sports,Annual,Germany,1358084
Dota 2 Championship 529,2025,Dota 2,MOBA,EA Sports,Annual,Germany,1415023
Dota 2 Championship 531,2023,Dota 2,MOBA,Epic Games,Bi-Annual,Saudi Arabia,1746087
Dota 2 Championship 531,2024,Dota 2,MOBA,Epic Games,Bi-Annual,Saudi Arabia,1984626
Dota 2 Championship 531,2025,Dota 2,MOBA,Epic Games,Bi-Annual,Saudi Arabia,2267045
Dota 2 Championship 534,2023,Dota 2,MOBA,Valve,Quarterly,Canada,1080191
Dota 2 Championship 534,2024,Dota 2,MOBA,Valve,Quarterly,Canada,1341080
Dota 2 Championship 534,2025,Dota 2,MOBA,Valve,Quarterly,Canada,1531840
Dota 2 Championship 563,2023,Dota 2,MOBA,Riot Games,Annual,United States,3364540
Dota 2 Championship 563,2024,Dota 2,MOBA,Riot Games,Annual,United States,3888520
Dota 2 Championship 563,2025,Dota 2,MOBA,Riot Games,Annual,United States,4152691
Dota 2 Championship 573,2023,Dota 2,MOBA,Riot Games,Quarterly,Brazil,4504460
Dota 2 Championship 573,2024,Dota 2,MOBA,Riot Games,Quarterly,Brazil,5083281
Dota 2 Championship 573,2025,Dota 2,MOBA,Riot Games,Quarterly,Brazil,6043703
Dota 2 Championship 575,2023,Dota 2,MOBA,Riot Games,Bi-Annual,Brazil,5064703
Dota 2 Championship 575,2024,Dota 2,MOBA,Riot Games,Bi-Annual,Brazil,5960429
Dota 2 Championship 575,2025,Dota 2,MOBA,Riot Games,Bi-Annual,Brazil,6573404
Dota 2 Championship 576,2023,Dota 2,MOBA,Valve,Quarterly,Germany,3997351
Dota 2 Championship 576,2024,Dota 2,MOBA,Valve,Quarterly,Germany,4672637
Dota 2 Championship 576,2025,Dota 2,MOBA,Valve,Quarterly,Germany,5157903
Dota 2 Championship 579,2023,Dota 2,MOBA,Psyonix,Quarterly,United States,1341264
Dota 2 Championship 579,2024,Dota 2,MOBA,Psyonix,Quarterly,United States,1336635
Dota 2 Championship 579,2025,Dota 2,MOBA,Psyonix,Quarterly,United States,1465634
Dota 2 Championship 582,2023,Dota 2,MOBA,Psyonix,Annual,France,2672851
Dota 2 Championship 582,2024,Dota 2,MOBA,Psyonix,Annual,France,3177323
Dota 2 Championship 582,2025,Dota 2,MOBA,Psyonix,Annual,France,3382606
Dota 2 Championship 592,2023,Dota 2,MOBA,Valve,Annual,China,214138
Dota 2 Championship 592,2024,Dota 2,MOBA,Valve,Annual,China,247307
Dota 2 Championship 592,2025,Dota 2,MOBA,Valve,Annual,China,274370
Dota 2 Championship 594,2023,Dota 2,MOBA,Krafton,Bi-Annual,Japan,709847
Dota 2 Championship 594,2024,Dota 2,MOBA,Krafton,Bi-Annual,Canada,650947
Dota 2 Championship 594,2025,Dota 2,MOBA,Krafton,Bi-Annual,Canada,744853
Dota 2 Championship 609,2023,Dota 2,MOBA,Capcom,Quarterly,China,2568875
Dota 2 Championship 609,2024,Dota 2,MOBA,Capcom,Quarterly,France,2441185
Dota 2 Championship 609,2025,Dota 2,MOBA,Capcom,Quarterly,Germany,2644140
Dota 2 Championship 613,2023,Dota 2,MOBA,Tencent,Annual,India,4643037
Dota 2 Championship 613,2024,Dota 2,MOBA,Tencent,Annual,India,4968989
Dota 2 Championship 613,2025,Dota 2,MOBA,Tencent,Annual,India,5540421
Dota 2 Championship 616,2023,Dota 2,MOBA,Capcom,Quarterly,Saudi Arabia,1383699
Dota 2 Championship 616,2024,Dota 2,MOBA,Capcom,Quarterly,Saudi Arabia,1680437
Dota 2 Championship 616,2025,Dota 2,MOBA,Capcom,Quarterly,Saudi Arabia,1886817
Dota 2 Championship 617,2023,Dota 2,MOBA,Valve,Bi-Annual,Japan,1856507
Dota 2 Championship 617,2024,Dota 2,MOBA,Valve,Bi-Annual,Japan,2174946
Dota 2 Championship 617,2025,Dota 2,MOBA,Valve,Bi-Annual,Japan,2615976
Dota 2 Championship 618,2023,Dota 2,MOBA,Capcom,Bi-Annual,Canada,2194548
Dota 2 Championship 618,2024,Dota 2,MOBA,Capcom,Bi-Annual,Canada,2483355
Dota 2 Championship 618,2025,Dota 2,MOBA,Capcom,Bi-Annual,Canada,3061262
Dota 2 Championship 624,2023,Dota 2,MOBA,EA Sports,Quarterly,Saudi Arabia,2934203
Dota 2 Championship 624,2024,Dota 2,MOBA,EA Sports,Quarterly,Saudi Arabia,3528144
Dota 2 Championship 624,2025,Dota 2,MOBA,EA Sports,Quarterly,Saudi Arabia,3653496
Dota 2 Championship 633,2023,Dota 2,MOBA,Psyonix,Quarterly,Saudi Arabia,2947033
Dota 2 Championship 633,2024,Dota 2,MOBA,Psyonix,Quarterly,Saudi Arabia,3577353
Dota 2 Championship 633,2025,Dota 2,MOBA,Psyonix,Quarterly,Saudi Arabia,3876620
Dota 2 Championship 653,2023,Dota 2,MOBA,Valve,Bi-Annual,Japan,433142
Dota 2 Championship 653,2024,Dota 2,MOBA,Valve,Bi-Annual,Japan,393032
Dota 2 Championship 653,2025,Dota 2,MOBA,Valve,Bi-Annual,Japan,428056
Dota 2 Championship 663,2023,Dota 2,MOBA,Krafton,Annual,Saudi Arabia,2693980
Dota 2 Championship 663,2024,Dota 2,MOBA,Krafton,Annual,Saudi Arabia,2548655
Dota 2 Championship 663,2025,Dota 2,MOBA,Krafton,Annual,Saudi Arabia,2631157
Dota 2 Championship 665,2023,Dota 2,MOBA,Riot Games,Annual,United States,5596982
Dota 2 Championship 665,2024,Dota 2,MOBA,Riot Games,Annual,United States,6118502
Dota 2 Championship 665,2025,Dota 2,MOBA,Riot Games,Annual,United States,6431445
Dota 2 Championship 675,2023,Dota 2,MOBA,EA Sports,Annual,Brazil,459276
Dota 2 Championship 675,2024,Dota 2,MOBA,EA Sports,Annual,Brazil,512069
Dota 2 Championship 675,2025,Dota 2,MOBA,EA Sports,Annual,Brazil,571786
Dota 2 Championship 694,2023,Dota 2,MOBA,Valve,Bi-Annual,Japan,463218
Dota 2 Championship 694,2024,Dota 2,MOBA,Valve,Bi-Annual,Japan,482284
Dota 2 Championship 694,2025,Dota 2,MOBA,Valve,Bi-Annual,Germany,479713
Dota Pro Circuit Majors,2023,Dota 2,MOBA,Valve,Multiple,Japan,587531
Dota Pro Circuit Majors,2024,Dota 2,MOBA,Valve,Multiple,Japan,558471
Dota Pro Circuit Majors,2025,Dota 2,MOBA,Valve,Multiple,Canada,507942
DreamHack Masters,2023,CS:GO,FPS,DreamHack,Multiple,Sweden,297032
DreamHack Masters,2024,CS:GO,FPS,DreamHack,Multiple,Sweden,320096
DreamHack Masters,2025,CS:GO,FPS,DreamHack,Multiple,Sweden,343791
EPICENTER Major,2023,Dota 2,MOBA,EPICENTER,Annual,Russia,574027
EPICENTER Major,2024,Dota 2,MOBA,EPICENTER,Annual,Russia,695256
EPICENTER Major,2025,Dota 2,MOBA,EPICENTER,Annual,Russia,641701
ESL Pro League,2023,CS:GO,FPS,ESL,Multiple,Japan,1196496
ESL Pro League,2024,CS:GO,FPS,ESL,Multiple,Sweden,1380883
ESL Pro League,2025,CS:GO,FPS,ESL,Multiple,China,1707473
EVO Championship Series,2023,Multi-game,Fighting,EVO,Annual,United States,300561
EVO Championship Series,2024,Multi-game,Fighting,EVO,Annual,United States,366549
EVO Championship Series,2025,Multi-game,Fighting,EVO,Annual,United States,434262
Esports World Cup,2023,Multi-game,Multi-genre,Esports World Cup Foundation,Annual,Saudi Arabia,81277026
Esports World Cup,2024,Multi-game,Multi-genre,Esports World Cup Foundation,Annual,Saudi Arabia,97023097
Esports World Cup,2025,Multi-game,Multi-genre,Esports World Cup Foundation,Annual,Saudi Arabia,108426599
FIFA 24 Championship 123,2023,FIFA 24,Sports,Krafton,Bi-Annual,India,4253955
FIFA 24 Championship 123,2024,FIFA 24,Sports,Krafton,Bi-Annual,India,4995677
FIFA 24 Championship 123,2025,FIFA 24,Sports,Krafton,Bi-Annual,India,5834720
FIFA 24 Championship 151,2023,FIFA 24,Sports,Activision,Bi-Annual,South Korea,527995
FIFA 24 Championship 151,2024,FIFA 24,Sports,Activision,Bi-Annual,South Korea,592186
FIFA 24 Championship 151,2025,FIFA 24,Sports,Activision,Bi-Annual,South Korea,622719
FIFA 24 Championship 159,2023,FIFA 24,Sports,Riot Games,Bi-Annual,United States,3989194
FIFA 24 Championship 159,2024,FIFA 24,Sports,Riot Games,Bi-Annual,France,4533900
FIFA 24 Championship 159,2025,FIFA 24,Sports,Riot Games,Bi-Annual,Brazil,5160255
FIFA 24 Championship 162,2023,FIFA 24,Sports,Valve,Bi-Annual,Sweden,964760
FIFA 24 Championship 162,2024,FIFA 24,Sports,Valve,Bi-Annual,China,885433
FIFA 24 Championship 162,2025,FIFA 24,Sports,Valve,Bi-Annual,Canada,1004861
FIFA 24 Championship 186,2023,FIFA 24,Sports,Riot Games,Quarterly,South Korea,3713896
FIFA 24 Championship 186,2024,FIFA 24,Sports,Riot Games,Quarterly,South Korea,4067581
FIFA 24 Championship 186,2025,FIFA 24,Sports,Riot Games,Quarterly,South Korea,4479458
FIFA 24 Championship 195,2023,FIFA 24,Sports,Ubisoft,Quarterly,Saudi Arabia,2385580
FIFA 24 Championship 195,2024,FIFA 24,Sports,Ubisoft,Quarterly,Saudi Arabia,2838520
FIFA 24 Championship 195,2025,FIFA 24,Sports,Ubisoft,Quarterly,Saudi Arabia,3384218
FIFA 24 Championship 203,2023,FIFA 24,Sports,Epic Games,Quarterly,United States,1636967
FIFA 24 Championship 203,2024,FIFA 24,Sports,Epic Games,Quarterly,United States,1916036
FIFA 24 Championship 203,2025,FIFA 24,Sports,Epic Games,Quarterly,Canada,2139093
FIFA 24 Championship 208,2023,FIFA 24,Sports,Psyonix,Annual,India,635618
FIFA 24 Championship 208,2024,FIFA 24,Sports,Psyonix,Annual,India,709317
FIFA 24 Championship 208,2025,FIFA 24,Sports,Psyonix,Annual,India,745326
FIFA 24 Championship 211,2023,FIFA 24,Sports,Tencent,Quarterly,Canada,3366908
FIFA 24 Championship 211,2024,FIFA 24,Sports,Tencent,Quarterly,Canada,3990272
FIFA 24 Championship 211,2025,FIFA 24,Sports,Tencent,Quarterly,Canada,4398766
FIFA 24 Championship 277,2023,FIFA 24,Sports,Riot Games,Bi-Annual,France,3342642
FIFA 24 Championship 277,2024,FIFA 24,Sports,Riot Games,Bi-Annual,France,3518474
FIFA 24 Championship 277,2025,FIFA 24,Sports,Riot Games,Bi-Annual,France,4224005
FIFA 24 Championship 280,2023,FIFA 24,Sports,Capcom,Quarterly,India,2055465
FIFA 24 Championship 280,2024,FIFA 24,Sports,Capcom,Quarterly,India,2391609
FIFA 24 Championship 280,2025,FIFA 24,Sports,Capcom,Quarterly,India,2561633
FIFA 24 Championship 281,2023,FIFA 24,Sports,Tencent,Quarterly,Japan,2532602
FIFA 24 Championship 281,2024,FIFA 24,Sports,Tencent,Quarterly,Japan,2811368
FIFA 24 Championship 281,2025,FIFA 24,Sports,Tencent,Quarterly,Japan,3367351
FIFA 24 Championship 282,2023,FIFA 24,Sports,Riot Games,Annual,France,665310
FIFA 24 Championship 282,2024,FIFA 24,Sports,Riot Games,Annual,France,782948
FIFA 24 Championship 282,2025,FIFA 24,Sports,Riot Games,Annual,France,982181
FIFA 24 Championship 284,2023,FIFA 24,Sports,Ubisoft,Bi-Annual,Germany,3152414
FIFA 24 Championship 284,2024,FIFA 24,Sports,Ubisoft,Bi-Annual,Germany,3372589
FIFA 24 Championship 284,2025,FIFA 24,Sports,Ubisoft,Bi-Annual,Germany,3650847
FIFA 24 Championship 289,2023,FIFA 24,Sports,Activision,Annual,United States,3659756
FIFA 24 Championship 289,2024,FIFA 24,Sports,Activision,Annual,United States,3605706
FIFA 24 Championship 289,2025,FIFA 24,Sports,Activision,Annual,United States,3409700
FIFA 24 Championship 290,2023,FIFA 24,Sports,Activision,Bi-Annual,United States,4979667
FIFA 24 Championship 290,2024,FIFA 24,Sports,Activision,Bi-Annual,United States,5282660
FIFA 24 Championship 290,2025,FIFA 24,Sports,Activision,Bi-Annual,United States,5520994
FIFA 24 Championship 296,2023,FIFA 24,Sports,Riot Games,Quarterly,Saudi Arabia,1453484
FIFA 24 Championship 296,2024,FIFA 24,Sports,Riot Games,Quarterly,Saudi Arabia,1424199
FIFA 24 Championship 296,2025,FIFA 24,Sports,Riot Games,Quarterly,Saudi Arabia,1581360
FIFA 24 Championship 324,2023,FIFA 24,Sports,Tencent,Annual,Canada,1282598
FIFA 24 Championship 324,2024,FIFA 24,Sports,Tencent,Annual,Canada,1564579
FIFA 24 Championship 324,2025,FIFA 24,Sports,Tencent,Annual,Canada,1737455
FIFA 24 Championship 325,2023,FIFA 24,Sports,EA Sports,Annual,South Korea,383367
FIFA 24 Championship 325,2024,FIFA 24,Sports,EA Sports,Annual,South Korea,415396
FIFA 24 Championship 325,2025,FIFA 24,Sports,EA Sports,Annual,South Korea,432336
FIFA 24 Championship 338,2023,FIFA 24,Sports,Valve,Annual,China,3591751
FIFA 24 Championship 338,2024,FIFA 24,Sports,Valve,Annual,China,3615431
FIFA 24 Championship 338,2025,FIFA 24,Sports,Valve,Annual,Brazil,4264351
FIFA 24 Championship 339,2023,FIFA 24,Sports,Ubisoft,Bi-Annual,India,1998203
FIFA 24 Championship 339,2024,FIFA 24,Sports,Ubisoft,Bi-Annual,India,1828164
FIFA 24 Championship 339,2025,FIFA 24,Sports,Ubisoft,Bi-Annual,India,2148719
FIFA 24 Championship 360,2023,FIFA 24,Sports,Riot Games,Bi-Annual,China,1159039
FIFA 24 Championship 360,2024,FIFA 24,Sports,Riot Games,Bi-Annual,China,1131658
FIFA 24 Championship 360,2025,FIFA 24,Sports,Riot Games,Bi-Annual,China,1033227
FIFA 24 Championship 381,2023,FIFA 24,Sports,Epic Games,Bi-Annual,Canada,1786806
FIFA 24 Championship 381,2024,FIFA 24,Sports,Epic Games,Bi-Annual,Canada,1787795
FIFA 24 Championship 381,2025,FIFA 24,Sports,Epic Games,Bi-Annual,Canada,2072284
FIFA 24 Championship 382,2023,FIFA 24,Sports,Activision,Quarterly,China,1762387
FIFA 24 Championship 382,2024,FIFA 24,Sports,Activision,Quarterly,China,2229094
FIFA 24 Championship 382,2025,FIFA 24,Sports,Activision,Quarterly,China,2607692
FIFA 24 Championship 383,2023,FIFA 24,Sports,Capcom,Quarterly,China,4478437
FIFA 24 Championship 383,2024,FIFA 24,Sports,Capcom,Quarterly,Germany,4731408
FIFA 24 Championship 383,2025,FIFA 24,Sports,Capcom,Quarterly,Japan,3936814
FIFA 24 Championship 386,2023,FIFA 24,Sports,Valve,Bi-Annual,Saudi Arabia,5089179
FIFA 24 Championship 386,2024,FIFA 24,Sports,Valve,Bi-Annual,Saudi Arabia,6074203
FIFA 24 Championship 386,2025,FIFA 24,Sports,Valve,Bi-Annual,Saudi Arabia,6650448
FIFA 24 Championship 388,2023,FIFA 24,Sports,Riot Games,Quarterly,France,3433693
FIFA 24 Championship 388,2024,FIFA 24,Sports,Riot Games,Quarterly,France,4074153
FIFA 24 Championship 388,2025,FIFA 24,Sports,Riot Games,Quarterly,France,5005499
FIFA 24 Championship 401,2023,FIFA 24,Sports,Activision,Annual,South Korea,119369
FIFA 24 Championship 401,2024,FIFA 24,Sports,Activision,Annual,South Korea,126703
FIFA 24 Championship 401,2025,FIFA 24,Sports,Activision,Annual,South Korea,145263
FIFA 24 Championship 414,2023,FIFA 24,Sports,Ubisoft,Quarterly,Brazil,3703038
FIFA 24 Championship 414,2024,FIFA 24,Sports,Ubisoft,Quarterly,Brazil,4644410
FIFA 24 Championship 414,2025,FIFA 24,Sports,Ubisoft,Quarterly,Brazil,5860574
FIFA 24 Championship 418,2023,FIFA 24,Sports,Valve,Bi-Annual,United States,5906931
FIFA 24 Championship 418,2024,FIFA 24,Sports,Valve,Bi-Annual,United States,6720133
FIFA 24 Championship 418,2025,FIFA 24,Sports,Valve,Bi-Annual,United States,8067159
FIFA 24 Championship 432,2023,FIFA 24,Sports,Tencent,Annual,South Korea,5368963
FIFA 24 Championship 432,2024,FIFA 24,Sports,Tencent,Annual,South Korea,5821558
FIFA 24 Championship 432,2025,FIFA 24,Sports,Tencent,Annual,South Korea,5618170
FIFA 24 Championship 443,2023,FIFA 24,Sports,Capcom,Quarterly,Germany,471767
FIFA 24 Championship 443,2024,FIFA 24,Sports,Capcom,Quarterly,Germany,571352
FIFA 24 Championship 443,2025,FIFA 24,Sports,Capcom,Quarterly,Germany,706016
FIFA 24 Championship 446,2023,FIFA 24,Sports,Capcom,Quarterly,United States,5631755
FIFA 24 Championship 446,2024,FIFA 24,Sports,Capcom,Quarterly,United States,6442363
FIFA 24 Championship 446,2025,FIFA 24,Sports,Capcom,Quarterly,United States,7076904
FIFA 24 Championship 462,2023,FIFA 24,Sports,Tencent,Annual,United States,1658657
FIFA 24 Championship 462,2024,FIFA 24,Sports,Tencent,Annual,United States,1974266
FIFA 24 Championship 462,2025,FIFA 24,Sports,Tencent,Annual,United States,2141571
FIFA 24 Championship 465,2023,FIFA 24,Sports,Activision,Annual,Saudi Arabia,2242082
FIFA 24 Championship 465,2024,FIFA 24,Sports,Activision,Annual,Saudi Arabia,2579207
FIFA 24 Championship 465,2025,FIFA 24,Sports,Activision,Annual,Saudi Arabia,3167048
FIFA 24 Championship 475,2023,FIFA 24,Sports,Capcom,Quarterly,India,2732626
FIFA 24 Championship 475,2024,FIFA 24,Sports,Capcom,Quarterly,India,2603588
FIFA 24 Championship 475,2025,FIFA 24,Sports,Capcom,Quarterly,India,2523207
FIFA 24 Championship 499,2023,FIFA 24,Sports,Tencent,Bi-Annual,India,2024967
FIFA 24 Championship 499,2024,FIFA 24,Sports,Tencent,Bi-Annual,India,2476595
FIFA 24 Championship 499,2025,FIFA 24,Sports,Tencent,Bi-Annual,India,2936741
FIFA 24 Championship 525,2023,FIFA 24,Sports,Tencent,Quarterly,Canada,3008676
FIFA 24 Championship 525,2024,FIFA 24,Sports,Tencent,Quarterly,Canada,3709403
FIFA 24 Championship 525,2025,FIFA 24,Sports,Tencent,Quarterly,Canada,4556347
FIFA 24 Championship 569,2023,FIFA 24,Sports,Valve,Quarterly,China,4359754
FIFA 24 Championship 569,2024,FIFA 24,Sports,Valve,Quarterly,China,5110931
FIFA 24 Championship 569,2025,FIFA 24,Sports,Valve,Quarterly,China,5578013
FIFA 24 Championship 583,2023,FIFA 24,Sports,Epic Games,Bi-Annual,Japan,3774552
FIFA 24 Championship 583,2024,FIFA 24,Sports,Epic Games,Bi-Annual,Brazil,4347122
FIFA 24 Championship 583,2025,FIFA 24,Sports,Epic Games,Bi-Annual,United States,4988327
FIFA 24 Championship 587,2023,FIFA 24,Sports,Ubisoft,Bi-Annual,South Korea,706927
FIFA 24 Championship 587,2024,FIFA 24,Sports,Ubisoft,Bi-Annual,South Korea,835211
FIFA 24 Championship 587,2025,FIFA 24,Sports,Ubisoft,Bi-Annual,South Korea,985478
FIFA 24 Championship 589,2023,FIFA 24,Sports,EA Sports,Quarterly,South Korea,1680378
FIFA 24 Championship 589,2024,FIFA 24,Sports,EA Sports,Quarterly,South Korea,1868499
FIFA 24 Championship 589,2025,FIFA 24,Sports,EA Sports,Quarterly,South Korea,2298883
FIFA 24 Championship 598,2023,FIFA 24,Sports,Activision,Bi-Annual,Japan,3154799
FIFA 24 Championship 598,2024,FIFA 24,Sports,Activision,Bi-Annual,Japan,3430611
FIFA 24 Championship 598,2025,FIFA 24,Sports,Activision,Bi-Annual,Japan,4011112
FIFA 24 Championship 631,2023,FIFA 24,Sports,Psyonix,Quarterly,France,80539
FIFA 24 Championship 631,2024,FIFA 24,Sports,Psyonix,Quarterly,Brazil,88905
FIFA 24 Championship 631,2025,FIFA 24,Sports,Psyonix,Quarterly,Canada,96395
FIFA 24 Championship 636,2023,FIFA 24,Sports,Ubisoft,Bi-Annual,Saudi Arabia,2491567
FIFA 24 Championship 636,2024,FIFA 24,Sports,Ubisoft,Bi-Annual,Saudi Arabia,2615151
FIFA 24 Championship 636,2025,FIFA 24,Sports,Ubisoft,Bi-Annual,Saudi Arabia,3021551
FIFA 24 Championship 639,2023,FIFA 24,Sports,EA Sports,Bi-Annual,United States,3068858
FIFA 24 Championship 639,2024,FIFA 24,Sports,EA Sports,Bi-Annual,Brazil,2619724
FIFA 24 Championship 639,2025,FIFA 24,Sports,EA Sports,Bi-Annual,United States,2304511
FIFA 24 Championship 640,2023,FIFA 24,Sports,Activision,Bi-Annual,Germany,1415451
FIFA 24 Championship 640,2024,FIFA 24,Sports,Activision,Bi-Annual,Germany,1636785
FIFA 24 Championship 640,2025,FIFA 24,Sports,Activision,Bi-Annual,Germany,2033503
FIFA 24 Championship 660,2023,FIFA 24,Sports,EA Sports,Annual,Germany,3708964
FIFA 24 Championship 660,2024,FIFA 24,Sports,EA Sports,Annual,France,3977363
FIFA 24 Championship 660,2025,FIFA 24,Sports,EA Sports,Annual,Sweden,3904437
FIFA 24 Championship 674,2023,FIFA 24,Sports,Valve,Annual,United States,4842470
FIFA 24 Championship 674,2024,FIFA 24,Sports,Valve,Annual,United States,5014475
FIFA 24 Championship 674,2025,FIFA 24,Sports,Valve,Annual,United States,5960243
FIFA 24 Championship 680,2023,FIFA 24,Sports,Tencent,Quarterly,Canada,4644161
FIFA 24 Championship 680,2024,FIFA 24,Sports,Tencent,Quarterly,Canada,5333051
FIFA 24 Championship 680,2025,FIFA 24,Sports,Tencent,Quarterly,Canada,5391260
FIFA eWorld Cup,2023,FIFA,Sports,EA Sports,Annual,Japan,569106
FIFA eWorld Cup,2024,FIFA,Sports,EA Sports,Annual,China,654232
FIFA eWorld Cup,2025,FIFA,Sports,EA Sports,Annual,United States,698904
Fortnite Championship 126,2023,Fortnite,Battle Royale,Psyonix,Annual,Japan,2178253
Fortnite Championship 126,2024,Fortnite,Battle Royale,Psyonix,Annual,Japan,2712393
Fortnite Championship 126,2025,Fortnite,Battle Royale,Psyonix,Annual,Japan,3000602
Fortnite Championship 134,2023,Fortnite,Battle Royale,Epic Games,Annual,France,4728307
Fortnite Championship 134,2024,Fortnite,Battle Royale,Epic Games,Annual,France,4885409
Fortnite Championship 134,2025,Fortnite,Battle Royale,Epic Games,Annual,France,5157167
Fortnite Championship 137,2023,Fortnite,Battle Royale,EA Sports,Quarterly,China,4294599
Fortnite Championship 137,2024,Fortnite,Battle Royale,EA Sports,Quarterly,France,5388692
Fortnite Championship 137,2025,Fortnite,Battle Royale,EA Sports,Quarterly,France,6511551
Fortnite Championship 142,2023,Fortnite,Battle Royale,EA Sports,Bi-Annual,India,4240205
Fortnite Championship 142,2024,Fortnite,Battle Royale,EA Sports,Bi-Annual,India,4720313
Fortnite Championship 142,2025,Fortnite,Battle Royale,EA Sports,Bi-Annual,India,5989779
Fortnite Championship 143,2023,Fortnite,Battle Royale,EA Sports,Annual,France,1599039
Fortnite Championship 143,2024,Fortnite,Battle Royale,EA Sports,Annual,France,1996506
Fortnite Championship 143,2025,Fortnite,Battle Royale,EA Sports,Annual,France,2294323
Fortnite Championship 146,2023,Fortnite,Battle Royale,Psyonix,Bi-Annual,Germany,2228552
Fortnite Championship 146,2024,Fortnite,Battle Royale,Psyonix,Bi-Annual,Germany,2366897
Fortnite Championship 146,2025,Fortnite,Battle Royale,Psyonix,Bi-Annual,Germany,2829639
Fortnite Championship 153,2023,Fortnite,Battle Royale,Riot Games,Annual,China,4235378
Fortnite Championship 153,2024,Fortnite,Battle Royale,Riot Games,Annual,China,5069245
Fortnite Championship 153,2025,Fortnite,Battle Royale,Riot Games,Annual,China,5769389
Fortnite Championship 157,2023,Fortnite,Battle Royale,Krafton,Annual,Japan,5461103
Fortnite Championship 157,2024,Fortnite,Battle Royale,Krafton,Annual,Japan,6153739
Fortnite Championship 157,2025,Fortnite,Battle Royale,Krafton,Annual,Japan,5964776
Fortnite Championship 165,2023,Fortnite,Battle Royale,Epic Games,Quarterly,Germany,3475253
Fortnite Championship 165,2024,Fortnite,Battle Royale,Epic Games,Quarterly,Germany,3749991
Fortnite Championship 165,2025,Fortnite,Battle Royale,Epic Games,Quarterly,Germany,4547945
Fortnite Championship 169,2023,Fortnite,Battle Royale,Krafton,Quarterly,Germany,4809823
